"_id:id","_labels:label","coefficient:double","group:int","partition:int","label:int","triangles:int","name","url","rank:double","_start:id","_end:id","_type:label"
"12497",":Page","0.8","[5,1,1]","0","1506","44","Warren Buffett and the Power of Nontransitive Dice","https://fs.blog/2009/10/nontransitive-dice-and-buffett/","0.17777800000000002",,,
"12498",":Page","0.8363636363636363","[0,0,0]","0","1506","46","Three Questions to Remove Ego from Decision Making","https://fs.blog/2009/10/three-questions-to-remove-ego-from-decision-making/","0.17738700000000002",,,
"12499",":Page","0.7454545454545455","[7,4,4]","0","1506","41","18 Truths: The Long Fail of Complexity","https://fs.blog/2009/11/18-truths-the-long-fail-of-complexity/","0.17634999999999998",,,
"12500",":Page","0.7424242424242424","[7,4,4]","0","1506","49","Moral Hypocrisy","https://fs.blog/2009/11/moral-hypocrisy-2/","0.20792749999999993",,,
"12501",":Page","0.7454545454545455","[9,6,6]","0","1506","41","How to Write a Great Novel","https://fs.blog/2009/11/off-topic-but-interesting-how-to-write-a-great-novel/","0.1827675",,,
"12502",":Page","0.8","[5,1,1]","0","1506","44","The decline of Berkshire Hathaway’s stock from Triple-A status","https://fs.blog/2009/11/the-crisis-the-decline-of-berkshire-hathaways-stock-from-triple-a-status/","0.18008150000000006",,,
"12503",":Page","0.7454545454545455","[7,4,4]","0","1506","41","Clay Shirky on The Rise of Algorithmic Authority","https://fs.blog/2009/11/the-rise-of-%e2%80%98algorithmic-authority%e2%80%99/","0.17958000000000002",,,
"12504",":Page","0.8214285714285714","[9,6,6]","0","1506","23","The Murder of Kitty Genovese and The Bystander Effect","https://fs.blog/2009/11/video-the-bystander-effect-the-murder-of-kitty-genovese/","0.17819450000000003",,,
"12505",":Page","0.7818181818181819","[10,7,7]","0","1506","43","The Famous Game Show Problem","https://fs.blog/2009/11/video-the-famous-game-show-problem/","0.18263150000000003",,,
"12506",":Page","0.8181818181818182","[11,3,3]","0","1506","45","Niccolò Machiavelli and the Four Princes of Pragmatism","https://fs.blog/2009/12/four-princes-of-pragmatism/","0.17819450000000003",,,
"12507",":Page","0.7454545454545455","[6,3,3]","0","1506","41","How Con Artists Exploit Human Behaviour","https://fs.blog/2009/12/how-con-artists-exploit-human-behaviour/","0.176231",,,
"12508",":Page","0.7575757575757576","[2,2,2]","0","1506","50","Gresham’s Law: Why Bad Drives Out Good As Time Passes","https://fs.blog/2009/12/mental-model-greshams-law/","0.190902",,,
"12509",":Page","0.7636363636363637","[12,8,8]","0","1506","42","Richard Feynman Teaches you the Scientific Method","https://fs.blog/2009/12/mental-model-scientific-method/","0.1913015",,,
"12510",":Page","0.7818181818181819","[13,7,7]","0","1506","43","Taleb: The Risk Externalities of Too Big to Fail","https://fs.blog/2009/12/taleb-the-risk-externalities-of-too-big-to-fail/","0.190324",,,
"12511",":Page","0.7272727272727273","[6,3,3]","0","1506","48","The High Cost of Distractions","https://fs.blog/2009/12/the-high-cost-of-distractions/","0.17719150000000003",,,
"12512",":Page","0.7575757575757576","[2,2,2]","0","1506","50","The Man In The Arena: Citizenship In A Republic","https://fs.blog/2009/12/the-man-in-the-arena/","0.3473445",,,
"12513",":Page","0.7636363636363637","[14,4,4]","0","1506","42","Atul Gawande: Error in Medicine: What Have We Learned?","https://fs.blog/2010/01/atul-gawande-error-in-medicine-what-have-we-learned/","0.177455",,,
"12514",":Page","0.7818181818181819","[4,1,1]","0","1506","43","How credit cards bribe the purchasing agent","https://fs.blog/2010/01/how-credit-cards-bribe-the-purchasing-agent/","0.17835600000000001",,,
"12515",":Page","0.8","[0,0,0]","0","1506","44","Information Without Context","https://fs.blog/2010/01/information-without-context/","0.1774465",,,
"12516",":Page","0.8","[15,4,4]","0","1506","44","Jamie Dimon — What Caused The Financial Crisis","https://fs.blog/2010/01/jamie-dimon-what-caused-the-financial-crisis/","0.1923725",,,
"12517",":Page","0.7454545454545455","[6,3,3]","0","1506","41","Policymaking Insights from Behavioral Economics","https://fs.blog/2010/01/policymaking-insights-from-behavioral-economics/","0.17851750000000002",,,
"12518",":Page","0.8","[16,9,9]","0","1506","44","Basically, It’s Over: A Parable About How One Nation Came To Financial Ruin","https://fs.blog/2010/02/basically-its-over-a-parable-about-how-one-nation-came-to-financial-ruin/","0.177353",,,
"12519",":Page","0.7818181818181819","[16,9,9]","0","1506","43","How Underdogs Can Win: A Lesson From The Swiss","https://fs.blog/2010/02/how-underdogs-can-win-a-lesson-from-the-swiss/","0.1773615",,,
"12520",":Page","0.7636363636363637","[17,7,7]","0","1506","42","Lessons of the Past","https://fs.blog/2010/02/lessons-of-the-past/","0.1774465",,,
"12521",":Page","0.8","[11,3,3]","0","1506","44","Machiavelli’s Mistake: Why Good Laws Are No Substitute For Good Citizens","https://fs.blog/2010/02/machiavellis-mistake-why-good-laws-are-no-substitute-for-good-citizens/","0.17851750000000002",,,
"12522",":Page","0.8181818181818182","[4,1,1]","0","1506","45","Can one person successfully play different roles that require different, and often competing, perspectives?","https://fs.blog/2010/03/can-one-person-successfully-play-different-roles-that-require-different-and-often-competing-perspectives/","0.1773615",,,
"12523",":Page","0.7636363636363637","[4,1,1]","0","1506","42","Taleb: The Fooled by Randomness Effect and the Internet Diet?","https://fs.blog/2010/03/taleb-the-fooled-by-randomness-effect-and-the-internet-diet/","0.17738700000000002",,,
"12524",":Page","0.7818181818181819","[4,1,1]","0","1506","43","Seth Klarman: The Forgotten Lessons of 2008","https://fs.blog/2010/03/the-forgotten-lessons-of-2008/","0.177353",,,
"12525",":Page","0.8","[2,2,2]","0","1506","44","Behavioral Economics Reading List","https://fs.blog/2010/04/behavioral-economics-reading-list/","0.17791400000000002",,,
"12526",":Page","0.7636363636363637","[4,1,1]","0","1506","42","Hiring and the Mismatch Problem","https://fs.blog/2010/04/hiring-and-the-mismatch-problem/","0.1778205",,,
"12527",":Page","0.8214285714285714","[18,0,0]","0","1506","23","Persuading Intellectuals","https://fs.blog/2010/04/how-to-persuade-a-thinker/","0.18363449999999998",,,
"12528",":Page","0.8","[0,0,0]","0","1506","44","How Williams Sonoma Inadvertently Sold More Bread Machines","https://fs.blog/2010/04/how-williams-sonoma-inadvertently-sold-more-bread-machines/","0.1832265",,,
"12529",":Page","0.7636363636363637","[19,10,10]","0","1506","42","The long chains of reasonings …","https://fs.blog/2010/04/the-long-chains-of-reasonings/","0.1832095",,,
"12530",":Page","0.8214285714285714","[18,0,0]","0","1506","23","Throw Less At The Problem","https://fs.blog/2010/04/throw-less-at-the-problem/","0.18363449999999998",,,
"12531",":Page","0.8","[19,10,10]","0","1506","44","Viktor Frankl: The One Thing That Can Never be Taken From You","https://fs.blog/2010/04/whats-the-one-thing-that-can-never-be-taken-from-you/","0.17856000000000002",,,
"12532",":Page","0.8","[15,4,4]","0","1506","44","Jamie Dimon: What does it mean to hold someone accountable?","https://fs.blog/2010/06/jamie-dimon-what-does-it-mean-to-hold-someone-accountable-syracuse-commencement-speech/","0.192398",,,
"12533",":Page","0.7636363636363637","[0,0,0]","0","1506","42","Mind Hack: Why do we prefer Coke over Pepsi?","https://fs.blog/2010/06/mind-hack-why-do-we-prefer-coke-over-pepsi/","0.17979250000000002",,,
"12534",":Page","0.7454545454545455","[20,1,1]","0","1506","41","What you can do in the first 60 seconds of a presentation to aid your ability to persuade?","https://fs.blog/2010/06/what-you-can-do-in-the-first-60-seconds-of-a-presentation-to-aid-your-ability-to-persuade/","0.17869600000000002",,,
"12535",":Page","0.7636363636363637","[8,5,5]","0","1506","42","The Colonel Blotto Game: How Underdogs Can Win","https://fs.blog/2010/07/colonel-blotto-game/","0.180498",,,
"12536",":Page","0.7636363636363637","[15,4,4]","0","1506","42","Fortune’s Summer CEO Reading List","https://fs.blog/2010/07/fortunes-summer-ceo-reading-list/","0.17778650000000001",,,
"12537",":Page","0.8055555555555556","[7,4,4]","0","1506","29","How Will You Measure Your Life?","https://fs.blog/2010/07/how-will-you-measure-your-life/","0.17786300000000002",,,
"12538",":Page","0.7307692307692307","[15,4,4]","0","1506","57","Jamie Dimon’s Summer Reading List for Intern’s","https://fs.blog/2010/07/jamie-dimons-summer-reading-list/","0.2073835",,,
"12539",":Page","0.7454545454545455","[15,4,4]","0","1506","41","Youngme Moon: On Business Competition and Escaping the Competitive Herd","https://fs.blog/2010/07/on-business-competition/","0.1797245",,,
"12540",":Page","0.7454545454545455","[7,4,4]","0","1506","41","The Bookshelf talks with Vaclav Smil","https://fs.blog/2010/07/the-bookshelf-talks-with-vaclav-smil/","0.180481",,,
"12541",":Page","0.7818181818181819","[4,1,1]","0","1506","43","Defending a New Domain: The Pentagon’s Cyberstrategy","https://fs.blog/2010/08/defending-a-new-domain-the-pentagons-cyberstrategy/","0.1776165",,,
"12542",":Page","0.7454545454545455","[6,3,3]","0","1506","41","Choice Under Uncertainty","https://fs.blog/2010/09/choice-under-uncertainty/","0.177353",,,
"12543",":Page","0.7454545454545455","[21,6,6]","0","1506","41","Opinion Warning Signs","https://fs.blog/2010/09/opinion-warning-signs/","0.177353",,,
"12544",":Page","0.8","[0,0,0]","0","1506","44","Herbert Simon: Solution By Recognition and the Value of Mental Models","https://fs.blog/2010/09/solution-by-recognition/","0.17737850000000002",,,
"12545",":Page","0.7818181818181819","[6,3,3]","0","1506","43","The Ikea Effect: Why Doing Things Ourselves Makes us Happier","https://fs.blog/2010/09/the-ikea-effect/","0.1773615",,,
"12546",":Page","0.8","[21,6,6]","0","1506","44","Herbert Simon: Scientific Research has much in Common with Successful Stock-Market Investment","https://fs.blog/2010/10/successful-scientific-research-has-much-in-common-with-successful-stock-market-investment/","0.17737",,,
"12547",":Page","0.7454545454545455","[6,3,3]","0","1506","41","The Inevitable Failure of Organizational Planning","https://fs.blog/2010/10/the-inevitable-failure-of-organizational-planning/","0.17753999999999998",,,
"12548",":Page","0.7818181818181819","[6,3,3]","0","1506","43","The Mask of Sanity","https://fs.blog/2010/11/the-mask-of-sanity/","0.1802855",,,
"12549",":Page","0.7818181818181819","[22,2,2]","0","1506","43","De Beers: The Most Successful Marketing Campaign Ever","https://fs.blog/2010/12/the-most-successful-marketing-campaign-ever/","0.18625250000000004",,,
"12550",":Page","0.7575757575757576","[22,2,2]","0","1506","50","The Ten Most Popular Posts of 2010","https://fs.blog/2010/12/the-ten-most-popular-posts-of-2010/","0.21566250000000006",,,
"12551",":Page","0.8214285714285714","[20,1,1]","0","1506","23","Are intelligence and rationality different?","https://fs.blog/2011/01/are-intelligence-and-rationality-different/","0.18415299999999998",,,
"12552",":Page","0.7272727272727273","[16,9,9]","0","1506","48","What Separates World-Class Performers from Everybody Else","https://fs.blog/2011/01/how-do-excellent-performers-differ-from-the-average/","0.2561395",,,
"12553",":Page","0.8","[4,1,1]","0","1506","44","William Deresiewicz on Learning To Lead and the Ills of Exposing Yourself to a Constant Stream of Other People’s Thoughts","https://fs.blog/2011/01/how-do-you-learn-to-lead/","0.177846",,,
"12554",":Page","0.7454545454545455","[20,1,1]","0","1506","41","Scientifically Proven Ways to Increase Tips in the Service Industry","https://fs.blog/2011/01/how-people-in-the-service-industry-can-increase-tips/","0.18323499999999998",,,
"12555",":Page","0.8214285714285714","[20,1,1]","0","1506","23","The natural progression of how good ideas go wrong","https://fs.blog/2011/01/the-natural-progression-of-how-good-ideas-go-wrong/","0.18918500000000005",,,
"12556",":Page","0.7454545454545455","[4,1,1]","0","1506","41","Evidence-based tips for Valentine’s","https://fs.blog/2011/02/evidence-based-tips-for-valentines/","0.18263150000000003",,,
"12557",":Page","0.7454545454545455","[4,1,1]","0","1506","41","Robert Cialdini on the Best Persuasion Technique for Job-Seekers","https://fs.blog/2011/02/tapping-our-powers-of-persuasion/","0.1778035",,,
"12558",":Page","0.8545454545454545","[2,2,2]","0","1506","47","The Art and Science of Asking Better Questions","https://fs.blog/2011/02/the-art-and-science-of-asking-better-questions/","0.17777800000000002",,,
"12559",":Page","0.8214285714285714","[4,1,1]","0","1506","23","Where the leaders are: lie, deceive, and obfuscate","https://fs.blog/2011/02/where-the-leaders-are-lie-deceive-and-obfuscate/","0.178186",,,
"12560",":Page","0.8545454545454545","[2,2,2]","0","1506","47","Jeffrey Pfeffer: Why Performance Won’t Get You Promoted","https://fs.blog/2011/02/why-performance-wont-get-you-promoted/","0.18263150000000003",,,
"12561",":Page","0.7636363636363637","[4,1,1]","0","1506","42","Ethical Breakdowns: Why Good People often Let Bad Things Happen","https://fs.blog/2011/03/ethical-breakdowns-why-good-people-often-let-bad-things-happen/","0.1773615",,,
"12562",":Page","0.7454545454545455","[4,1,1]","0","1506","41","Google’s Quest to Build a Better Boss","https://fs.blog/2011/03/google%e2%80%99s-quest-to-build-a-better-boss/","0.177438",,,
"12563",":Page","0.7424242424242424","[17,7,7]","0","1506","49","James March: The Ambiguities of Experience","https://fs.blog/2011/03/the-ambiguities-of-experience/","0.18998400000000001",,,
"12564",":Page","0.7454545454545455","[7,4,4]","0","1506","41","Enchantment: The Art of Changing Hearts, Minds, and Actions","https://fs.blog/2011/03/the-art-of-changing-hearts-minds-and-actions/","0.1773615",,,
"12565",":Page","0.7454545454545455","[4,1,1]","0","1506","41","The Old Give and Take on Wall Street","https://fs.blog/2011/03/the-old-give-and-take-on-wall-street/","0.1773615",,,
"12566",":Page","0.8","[0,0,0]","0","1506","44","The power of lonely: What we do better without other people around","https://fs.blog/2011/03/the-power-of-lonely-what-we-do-better-without-other-people-around/","0.17834750000000002",,,
"12567",":Page","0.7454545454545455","[2,2,2]","0","1506","41","Nicolas Carr: On Situational and Ambient Overload","https://fs.blog/2011/03/too-much-noise-or-too-much-signal/","0.17738700000000002",,,
"12568",":Page","0.7818181818181819","[7,4,4]","0","1506","43","What I’m Reading","https://fs.blog/2011/03/what-im-reading/","0.177438",,,
"12569",":Page","0.7818181818181819","[17,7,7]","0","1506","43","Max Bazerman — You Are Not As Ethical As You Think","https://fs.blog/2011/03/you-are-not-as-ethical-as-you-think/","0.17834750000000002",,,
"12570",":Page","0.7818181818181819","[7,4,4]","0","1506","43","2011 Pulitzer Prize Winners (Books)","https://fs.blog/2011/04/2011-pulitzer-prize-winners-books/","0.17725950000000001",,,
"12571",":Page","0.7454545454545455","[7,4,4]","0","1506","41","Global Energy: The Latest Infatuations","https://fs.blog/2011/04/global-energy-the-latest-infatuations/","0.177353",,,
"12572",":Page","0.7818181818181819","[14,4,4]","0","1506","43","Gary Taubes: Is Sugar Toxic?","https://fs.blog/2011/04/is-sugar-toxic/","0.1761375",,,
"12573",":Page","0.7636363636363637","[7,4,4]","0","1506","42","Massively Distilled Wisdom","https://fs.blog/2011/04/massively-distilled-wisdom/","0.177353",,,
"12574",":Page","0.7636363636363637","[1,1,1]","0","1506","42","Mental Model: Raising prices and increasing consumption","https://fs.blog/2011/04/mental-model-raising-prices-and-increasing-consumption/","0.177353",,,
"12575",":Page","0.7454545454545455","[10,7,7]","0","1506","41","Predicting the Improbable","https://fs.blog/2011/04/predicting-the-improbable/","0.177353",,,
"12576",":Page","0.7454545454545455","[9,6,6]","0","1506","41","Seminal Books For Each Decade","https://fs.blog/2011/04/seminal-books-for-each-decade/","0.17725950000000001",,,
"12577",":Page","0.6703296703296703","[17,7,7]","0","1506","61","The Art and Science of High-Stakes Decisions","https://fs.blog/2011/04/the-art-and-science-of-high-stakes-decisions/","0.19089350000000002",,,
"12578",":Page","0.7454545454545455","[20,1,1]","0","1506","41","Two Strategies to Outsmart Liars","https://fs.blog/2011/04/two-strategies-to-outsmart-liars/","0.1761375",,,
"12579",":Page","0.7818181818181819","[7,4,4]","0","1506","43","5 Books To Improve Your Memory","https://fs.blog/2011/05/5-books-to-improve-your-memory/","0.17738700000000002",,,
"12580",":Page","0.8","[0,0,0]","0","1506","44","Adapt: Why Success Always Starts with Failure","https://fs.blog/2011/05/adapt-why-success-always-starts-with-failure/","0.177353",,,
"12581",":Page","0.8545454545454545","[0,0,0]","0","1506","47","Albert Bernstein on the Dinosaur Brain and How To Make Bad Decisions","https://fs.blog/2011/05/how-to-make-bad-decisions/","0.18263150000000003",,,
"12582",":Page","0.8545454545454545","[0,0,0]","0","1506","47","Problem Solving Tools","https://fs.blog/2011/05/problem-solving-tools/","0.17777800000000002",,,
"12583",":Page","0.7454545454545455","[7,4,4]","0","1506","41","Tight Coupling and Complexity","https://fs.blog/2011/05/tight-coupling-and-complexity/","0.1773615",,,
"12584",":Page","0.7636363636363637","[7,4,4]","0","1506","42","Writing By Hand Strengthens The Learning Process","https://fs.blog/2011/05/writing-by-hand-strengthens-the-learning-process/","0.177353",,,
"12585",":Page","0.8214285714285714","[0,0,0]","0","1506","23","9 Harvard Profs share their summer reading list","https://fs.blog/2011/06/9-harvard-profs-share-their-summer-reading-list/","0.17819450000000003",,,
"12586",":Page","0.7121212121212122","[0,0,0]","0","1506","47","A Simple Checklist to Improve Decisions","https://fs.blog/2011/06/before-you-make-that-big-decision/","0.18348150000000005",,,
"12587",":Page","0.7636363636363637","[6,3,3]","0","1506","42","Derek Parfit: Does Anything Matter?","https://fs.blog/2011/06/does-anything-matter/","0.17818600000000004",,,
"12588",":Page","0.8","[0,0,0]","0","1506","44","James March: On Leadership","https://fs.blog/2011/06/on-leadership/","0.18182399999999996",,,
"12589",":Page","0.8214285714285714","[13,7,7]","0","1506","23","Reductionism: Understanding the Parts, Misunderstanding the Whole","https://fs.blog/2011/06/the-humpty-dumpty-problem/","0.17808400000000002",,,
"12590",":Page","0.7636363636363637","[13,7,7]","0","1506","42","Suppressing Volatility Makes the World Less Predictable and More Dangerous","https://fs.blog/2011/06/why-government-suppress-volatility-and-why-it-backfires/","0.1826485",,,
"12591",":Page","0.8","[2,2,2]","0","1506","44","The Science of Obesity","https://fs.blog/2011/06/why-we-get-fat/","0.18266550000000004",,,
"12592",":Page","0.7818181818181819","[9,6,6]","0","1506","43","6 Must-Read Books To Help Navigate the Workplace","https://fs.blog/2011/07/6-must-read-books-to-help-navigate-the-workplace/","0.17843250000000002",,,
"12593",":Page","0.7818181818181819","[7,4,4]","0","1506","43","Five Book recommendations from Dan Ariely on Behavioural Economics","https://fs.blog/2011/07/five-book-recommendations-from-dan-ariely-on-behavioural-economics/","0.179342",,,
"12594",":Page","0.7636363636363637","[9,6,6]","0","1506","42","Future Babble: Why expert predictions fail and why we believe them anyway","https://fs.blog/2011/07/future-babble-why-expert-predictions-fail-and-why-we-believe-them-anyway/","0.1774465",,,
"12595",":Page","0.7454545454545455","[7,4,4]","0","1506","41","Greg Mankiw Recommends Reading These 18 Economics Books","https://fs.blog/2011/07/greg-mankiw-recommends-reading-these-18-economics-books/","0.177353",,,
"12596",":Page","0.8","[16,9,9]","0","1506","44","Vaclav Smil: Why America is not a New Rome","https://fs.blog/2011/07/is-america-a-new-rome/","0.17737",,,
"12597",":Page","0.7636363636363637","[8,5,5]","0","1506","42","Is Everything Obvious Once You Know The Answer?","https://fs.blog/2011/07/is-everything-obvious-once-you-know-the-answer/","0.1775145",,,
"12598",":Page","0.8","[0,0,0]","0","1506","44","Just for you: How Scarcity Factors Into Decisions","https://fs.blog/2011/07/just-for-you-how-scarcity-factors-into-decisions/","0.2543884999999999",,,
"12599",":Page","0.8","[2,2,2]","0","1506","44","Marshall McLuhan — The Man, The Mystery, The Life","https://fs.blog/2011/07/marshall-mcluhan/","0.177353",,,
"12600",":Page","0.7272727272727273","[4,1,1]","0","1506","48","An Introduction to the Mental Model of Redundancy (with examples)","https://fs.blog/2011/07/mental-model-redundancy/","1.1950580000000002",,,
"12601",":Page","0.7818181818181819","[7,4,4]","0","1506","43","Overvaluing Hard Work","https://fs.blog/2011/07/overvaluing-hard-work/","0.25554450000000006",,,
"12602",":Page","0.7636363636363637","[9,6,6]","0","1506","42","David Foster Wallace: SNOOTlet","https://fs.blog/2011/07/snootlet/","0.1773615",,,
"12603",":Page","0.7121212121212122","[4,1,1]","0","1506","47","The Ben Franklin Effect","https://fs.blog/2011/07/the-ben-franklin-effect/","0.1912165",,,
"12604",":Page","0.8","[11,3,3]","0","1506","44","Donald Norman on the Two Types of Knowledge","https://fs.blog/2011/07/two-kinds-of-knowledge/","0.1788235",,,
"12605",":Page","0.7051282051282052","[7,4,4]","0","1506","55","What Does Bill Gates Read for Fun?","https://fs.blog/2011/07/what-does-bill-gates-read-for-fun/","0.20310799999999998",,,
"12606",":Page","0.7454545454545455","[20,1,1]","0","1506","41","What trick can you learn from the most successful sales person ever?","https://fs.blog/2011/07/what-trick-can-you-learn-from-the-most-successful-sales-person-ever/","0.1833455",,,
"12607",":Page","0.717948717948718","[6,3,3]","0","1506","56","3 Ways You’re Wrong in a Disagreement (Even if You’re Right)","https://fs.blog/2011/08/being-wrong/","0.18904050000000003",,,
"12608",":Page","0.7818181818181819","[7,4,4]","0","1506","43","Beliefs come first; reasons second","https://fs.blog/2011/08/beliefs-come-first-reasons-second/","0.17699600000000001",,,
"12609",":Page","0.8181818181818182","[23,5,5]","0","1506","45","Born, and Evolved, to Run","https://fs.blog/2011/08/born-and-evolved-to-run/","0.17738700000000002",,,
"12610",":Page","0.7878787878787878","[0,0,0]","0","1506","52","Too Many Decisions","https://fs.blog/2011/08/do-you-make-too-many-decisions/","0.19783799999999999",,,
"12611",":Page","0.8214285714285714","[0,0,0]","0","1506","23","How the rhetoric of rare is changing in the age of information abundance","https://fs.blog/2011/08/how-the-rhetoric-of-rare-is-changing-in-the-age-of-information-abundance/","0.17935050000000002",,,
"12612",":Page","0.7818181818181819","[13,7,7]","0","1506","43","Intervention Bias: When to Step in and When To Leave Things Alone","https://fs.blog/2011/08/intervention-bias/","0.17795650000000002",,,
"12613",":Page","0.6593406593406593","[16,9,9]","0","1506","60","3 Things Everyone Should Know About the Availability Heuristic","https://fs.blog/2011/08/mental-model-availability-bias/","2.940447999999999",,,
"12614",":Page","0.7636363636363637","[6,3,3]","0","1506","42","The Myth of Multitasking: Why the Key to Better Work is Developing Forgotten Skills","https://fs.blog/2011/08/multitasking-2/","0.3898275",,,
"12615",":Page","0.8214285714285714","[21,6,6]","0","1506","23","Obama’s Summer Reading List","https://fs.blog/2011/08/obamas-summer-reading-list/","0.1793675",,,
"12616",":Page","0.7051282051282052","[0,0,0]","0","1506","55","Promoting People In Organizations","https://fs.blog/2011/08/promoting-people-in-organizations/","0.38514399999999993",,,
"12617",":Page","0.7454545454545455","[9,6,6]","0","1506","41","Multitasking: The Costs of Switching From One Task to Another","https://fs.blog/2011/08/switching-costs/","0.18050650000000001",,,
"12618",":Page","0.7454545454545455","[6,3,3]","0","1506","41","The Insidious Evils of ‘Like’ Culture","https://fs.blog/2011/08/the-insidious-evils-of-like-culture/","0.1936985",,,
"12619",":Page","0.7636363636363637","[0,0,0]","0","1506","42","The Tragedy Of The Commons","https://fs.blog/2011/08/the-tragedy-of-the-commons/","0.190749",,,
"12620",":Page","0.7454545454545455","[23,5,5]","0","1506","41","This is a World of Incentives","https://fs.blog/2011/08/this-is-a-world-of-incentives/","0.17732750000000003",,,
"12621",":Page","0.8","[19,10,10]","0","1506","44","We’re in the (bad) Habit of Associating Value with Scarcity","https://fs.blog/2011/08/we%e2%80%99re-in-the-habit-of-associating-value-with-scarcity/","0.1827505",,,
"12622",":Page","0.8","[23,5,5]","0","1506","44","David Quammen on Why Big Populations Survive and Small Ones Go Extinct","https://fs.blog/2011/08/why-do-big-populations-survive-while-small-ones-go-extinct/","0.17778650000000001",,,
"12623",":Page","0.7454545454545455","[16,9,9]","0","1506","41","Why is it so Hard to Kill a Cockroach with your Shoe?","https://fs.blog/2011/08/why-is-it-so-hard-to-kill-a-cockroach-with-your-shoe/","0.40204200000000007",,,
"12624",":Page","0.8","[2,2,2]","0","1506","44","Create Advertising That Sells","https://fs.blog/2011/09/create-advertising-that-sells/","0.18263150000000003",,,
"12625",":Page","0.7727272727272727","[16,9,9]","0","1506","51","Thomas Kuhn: The Structure of Scientific Revolutions","https://fs.blog/2011/09/how-scientific-advancement-happens/","0.297288",,,
"12626",":Page","0.8","[2,2,2]","0","1506","44","Is reading fiction good for you?","https://fs.blog/2011/09/is-reading-fiction-good-for-you/","0.17728500000000003",,,
"12627",":Page","0.8181818181818182","[21,6,6]","0","1506","45","Kurt Vonnegut: The Shapes of Stories","https://fs.blog/2011/09/kurt-vonnegut-the-shapes-of-stories/","0.183405",,,
