n.name,n.url,n.closeness
Arthur Schopenhauer: On Reading and Books,https://fs.blog/2015/08/schopenhauer-on-reading/,0.5032851511169514
3 Things Everyone Should Know About the Availability Heuristic,https://fs.blog/2011/08/mental-model-availability-bias/,0.5021304490331039
The Best Way to Find More Time to Read,https://fs.blog/2013/09/finding-time-to-read/,0.5022950819672131
Reciprocation Bias,https://fs.blog/2017/09/reciprocation-bias/,0.5051104516979887
Habits vs. Goals: A Look at the Benefits of a Systematic Approach to Life,https://fs.blog/2017/06/habits-vs-goals/,0.5019659239842726
"Smarter, Not Harder: How to Succeed at Work",https://fs.blog/2018/06/succeed-at-work/,0.5022950819672131
The Noise Bottleneck: When More Information is Harmful,https://fs.blog/2012/05/noise-and-signal-nassim-taleb/,0.5019659239842726
Montaigne’s Rule for Reading: The Promiscuous Pursuit of Pleasure,https://fs.blog/2016/01/what-did-montaigne-like-to-read/,0.5021304490331039
Reading a Book is a Conversation Between You and the Author,https://fs.blog/2015/05/reading-a-book-is-a-conversation/,0.5022950819672131
Break the Chain: Stop Being a Slave,https://fs.blog/2018/04/break-the-chain/,0.5011449133137063
The Difference Between Amateurs and Professionals,https://fs.blog/2017/08/amateurs-professionals/,0.5021304490331039
The Terror of Totalitarianism Explained,https://fs.blog/2018/03/hannah-arendt-totalitarianism/,0.5027896291434197
The Butterfly Effect: Everything You Need to Know About This Powerful Mental Model,https://fs.blog/2017/08/the-butterfly-effect/,0.5021304490331039
Just Twenty-Five Pages a Day,https://fs.blog/2015/12/twenty-five-pages-a-day/,0.5024598228927517
Five Percent Better: The Compounding of Consistent Incremental Progress,https://fs.blog/2016/03/five-percent-better/,0.5024598228927517
Inertia: The Force That Holds the Universe Together,https://fs.blog/2018/04/inertia/,0.5047775947281713
What’s So Significant About Significance?,https://fs.blog/2016/08/null-hypothesis-statistical-significance/,0.5018015067147068
Arthur Schopenhauer on the Dangers of Clickbait,https://fs.blog/2017/01/schopenhauer-dangers-clickbate/,0.5027896291434197
Half Life: The Decay of Knowledge and What to Do About It,https://fs.blog/2018/03/half-life/,0.5153044063235789
This is Water by David Foster Wallace (Full Transcript and Audio),https://fs.blog/2012/04/david-foster-wallace-this-is-water/,0.501637197118533
C.S. Lewis on Reading Old Books,https://fs.blog/2012/06/c-s-lewis-on-reading-old-books/,0.501637197118533
My Berkshire Hathaway Reflections,https://fs.blog/2018/04/my-berkshire-reflections/,0.5011449133137063
Get Smart: Three Ways of Thinking to Make Better Decisions and Achieve Results,https://fs.blog/2017/04/get-smart-brian-tracy/,0.5182679296346414
Warren Buffett: The Three Things I Look For in a Person,https://fs.blog/2013/05/warren-buffett-the-three-things-i-look-for-in-a-person/,0.501637197118533
Hunter S. Thompson’s Letter on Finding Your Purpose and Living a Meaningful Life,https://fs.blog/2014/05/hunter-s-thompson-to-hume-logan/,0.501637197118533
The Best Summary of How to Win Friends and Influence People,https://fs.blog/2012/07/how-to-win-friends-and-influence-people/,0.501637197118533
The Art of Having an Informed Opinion,https://fs.blog/2017/10/opinions-on-everything/,0.5046113306982872
Carol Dweck: A Summary of The Two Mindsets And The Power of Believing That You Can Improve,https://fs.blog/2015/03/carol-dweck-mindset/,0.5024598228927517
Go Fast and Break Things: The Difference Between Reversible and Irreversible Decisions,https://fs.blog/2018/04/reversible-irreversible-decisions/,0.5024598228927517
Let Go of the Learning Baggage,https://fs.blog/2017/04/learning-baggage/,0.5018015067147068
The Code of Hammurabi: The Best Rule To Manage Risk,https://fs.blog/2017/11/hammurabis-code/,0.5122032764961552
The Nerds Were Right. Math Makes Life Beautiful.,https://fs.blog/2018/05/math-life-beautiful/,0.5049439683586026
Understanding Speed and Velocity: Saying “NO” to the Non-Essential,https://fs.blog/2018/03/speed-velocity/,0.5026246719160105
Leverage: Gaining Disproportionate Strength,https://fs.blog/2017/06/leverage/,0.504113195129977
Learning How to Learn: My Conversation With Barbara Oakley,https://fs.blog/2018/04/learning-barbara-oakley/,0.5077891945641365
Maker vs. Manager: How Your Schedule Can Make or Break You,https://fs.blog/2017/12/maker-vs-manager/,0.5037816507727721
The Metagame: How Bill Belichick and Warren Buffett Play a Different Game,https://fs.blog/2017/03/the-metagame/,0.5042791310072416
Strategy vs. Tactics: What’s the Difference and Why Does it Matter?,https://fs.blog/2018/08/strategy-vs-tactics/,0.5051104516979887
Becoming Wise: An Inquiry Into the Art of Living,https://fs.blog/2017/01/krista-tippett-becoming-wise/,0.5132328308207705
The Art of Winning An Argument,https://fs.blog/2014/06/winning-an-argument/,0.5021304490331039
What Are You Doing About It? Reaching Deep Fluency with Mental Models,https://fs.blog/2016/09/what-are-you-doing-about-it/,0.5034505422280644
[Episode 27] The Art of Letting Other People Have Your Way: Negotiating Secrets from Chris Voss,https://fs.blog/2018/01/chris-voss/,0.5047775947281713
Zero — Invented or Discovered?,https://fs.blog/2017/07/zero-invented-discovered/,0.5018015067147068
Sex on the Beach with Montaigne and Descartes,https://fs.blog/2018/10/sex-on-the-beach-montaigne-descartes/,0.50311986863711
What You Can Learn from Fighter Pilots About Making Fast and Accurate Decisions,https://fs.blog/2018/01/john-boyd-ooda-loop/,0.5024598228927517
"Roger Fisher on a Better Way to Negotiate, Part 2",https://fs.blog/2016/04/roger-fisher-negotiation-part-2/,0.501637197118533
Andy Grove and the Value of Facing Reality,https://fs.blog/2016/08/andy-grove-value-facing-reality/,0.501637197118533
Leonard Mlodinow: The Three Laws of Probability,https://fs.blog/2014/03/mlodinow-the-drunkards-walk/,0.501637197118533
How To Think,https://fs.blog/2015/01/how-to-think-2/,0.5021304490331039
Alexander von Humboldt and the Invention of Nature: Creating a Holistic View of the World Through A Web of Interdisciplinary Knowledge,https://fs.blog/2017/05/alexander-von-humboldt-and-the-invention-of-nature/,0.5029546946815495
People Don’t Follow Titles: Necessity and Sufficiency in Leadership,https://fs.blog/2017/06/necessity-sufficiency-leadership/,0.501637197118533
Avoiding Stupidity is Easier than Seeking Brilliance,https://fs.blog/2014/06/avoiding-stupidity/,0.5021304490331039
Maya Angelou on Living,https://fs.blog/2017/09/maya-angelou-living/,0.5052770448548812
Bias from Disliking/Hating,https://fs.blog/2016/09/bias-from-disliking-hating/,0.5032851511169514
Stronger: Developing Personal Resilience and Becoming Antifragile,https://fs.blog/2015/11/antifragile-life/,0.501637197118533
An Introduction to the Mental Model of Redundancy (with examples),https://fs.blog/2011/07/mental-model-redundancy/,0.5018015067147068
Why Early Decisions Have the Greatest Impact and Why Growing too Much is a Bad Thing,https://fs.blog/2015/11/things-i-learned-in-engineering-school/,0.501637197118533
Iatrogenics: Why Intervention Often Leads to Worse Outcomes,https://fs.blog/2013/10/iatrogenics/,0.5019659239842726
The Joy of Finding Things Out,https://fs.blog/2013/11/richard-feynman-honors/,0.501637197118533
Your organization sucks at innovating,https://fs.blog/2013/11/your-organization-sucks-at-innovating/,0.501637197118533
Power Laws: How Nonlinear Relationships Amplify Results,https://fs.blog/2017/11/power-laws/,0.5036160420775806
10 Things I Learned Reading Brad Stone’s The Everything Store: Jeff Bezos and the Age of Amazon,https://fs.blog/2013/10/the-everything-store/,0.501637197118533
The Fundamental Attribution Error: Why Predicting Behavior is so Hard,https://fs.blog/2016/08/fundamental-attribution-error/,0.5021304490331039
Confirmation Bias And the Power of Disconfirming Evidence,https://fs.blog/2017/05/confirmation-bias/,0.5026246719160105
The Two Types of Ignorance,https://fs.blog/2013/11/two-types-of-ignorance/,0.501637197118533
Five Books To Read Before Your 30th Birthday,https://fs.blog/2013/12/five-books/,0.501637197118533
Activation Energy: Why Getting Started Is the Hardest Part,https://fs.blog/2017/06/activation-energy/,0.5051104516979887
Charlie Munger: The Psychology of Human Misjudgment (Transcript and Audio),https://fs.blog/2013/02/the-psychology-of-human-misjudgement/,0.5021304490331039
Mental Model: Feedback Loops,https://fs.blog/2011/10/mental-model-feedback-loops/,0.5022950819672131
The Difference Between Open-Minded and Closed-Minded People,https://fs.blog/2017/09/open-closed-minded/,0.5049439683586026
Language: Why We Hear More Than Words,https://fs.blog/2017/04/language-not-just-code/,0.5026246719160105
Mental Model: Commitment and Consistency Bias,https://fs.blog/2016/08/commitment-consistency-bias/,0.5027896291434197
Scientific Concepts We All Ought To Know,https://fs.blog/2017/03/scientific-concepts-know/,0.5024598228927517
Mental Model: Bias from Insensitivity to Sample Size,https://fs.blog/2013/05/mental-model-bias-from-insensitivity-to-sample-size/,0.5019659239842726
Pain Plus Reflection Equals Progress,https://fs.blog/2018/06/pain-reflection/,0.5018015067147068
What We Can Learn From The Laboratory of Literature: Two Great Thinkers,https://fs.blog/2017/04/can-learn-fiction-two-great-thinkers-literature/,0.5047775947281713
Friction: The Hidden Reality of What Holds People Back,https://fs.blog/2018/03/what-holds-people-back/,0.501637197118533
The Probability Distribution of the Future,https://fs.blog/2016/11/future-probability-distribution/,0.5029546946815495
Understanding the Limitations of Maps,https://fs.blog/2017/05/understanding-limitations-maps/,0.5027896291434197
Mental Model: Misconceptions of Chance,https://fs.blog/2015/08/mental-model-misconceptions-of-chance/,0.5019659239842726
Fiction that Influences and Inspires,https://fs.blog/2016/12/fiction-influences-inspires/,0.5057774843182569
The Value of Play As a Driver of Innovation,https://fs.blog/2017/08/value-play-driver-innovation/,0.5046113306982872
[Episode #26] Warren Berger:  Improve Your Life by Improving Your Questions,https://fs.blog/2017/12/warren-berger/,0.5014729950900164
Opinions and Organizational Theory,https://fs.blog/2013/04/opinions-and-organizational-theory/,0.5018015067147068
A Guide to Meditation,https://fs.blog/2015/06/a-guide-to-meditation/,0.5029546946815495
Do Algorithms Beat Us at Complex Decision Making?,https://fs.blog/2017/03/algorithms-complex-decision-making/,0.5036160420775806
The Farnam Street Members Summer 2016 Reading List,https://fs.blog/2016/07/members-summer-2016-reading-list/,0.5062789160608063
Re:Thinking Innovation,https://fs.blog/2015/08/rethinking-innovation/,0.501637197118533
The Wrong Side of Right,https://fs.blog/2017/08/wrong-side-right/,0.504113195129977
William James on Habit,https://fs.blog/2013/05/william-james-on-habit/,0.501637197118533
Proximate vs Root Causes: Why You Should Keep Digging to Find the Answer,https://fs.blog/2017/05/proximate-vs-root-causes/,0.501637197118533
Vincent van Gogh on How To Live,https://fs.blog/2015/01/van-gogh-letter-life/,0.5018015067147068
"The Generalized Specialist: How Shakespeare, Da Vinci, and Kepler Excelled",https://fs.blog/2017/11/generalized-specialist/,0.5047775947281713
A teacher’s brilliant way to visualize gravity,https://fs.blog/2013/12/visualize-gravity/,0.501637197118533
The Return of a Decision-Making Jedi [The Knowledge Project #28],https://fs.blog/2018/02/michael-mauboussin-interview/,0.5042791310072416
The Narrative Fallacy and What You Can Do About It,https://fs.blog/2016/04/narrative-fallacy/,0.5021304490331039
The Green Lumber Fallacy: The Difference between Talking and Doing,https://fs.blog/2016/11/green-lumber-fallacy/,0.5022950819672131
The Most Respectful Interpretation,https://fs.blog/2017/01/most-respectful-interpretation/,0.50311986863711
Galilean Relativity and the Invasion of Scotland,https://fs.blog/2017/05/galilean-relativity-invasion-scotland/,0.5018015067147068
General James Mattis: Arm Yourself With Books,https://fs.blog/2017/04/arm-yourself-with-books/,0.50311986863711
A System for Remembering What You Read,https://fs.blog/2014/05/remembering-what-you-read/,0.5021304490331039
Why Great Writers Write,https://fs.blog/2016/11/what-makes-writers-write/,0.5047775947281713
Let Go of Self-Justification,https://fs.blog/2017/04/letting-go-self-justification/,0.5027896291434197
Haruki Murakami on Reading What Everyone Else is Reading,https://fs.blog/2013/04/reading-what-everyone-else-is-reading/,0.5021304490331039
"Billy Beane on Making Better Decisions, Challenging Entrenched Thinking, and Avoiding Biases",https://fs.blog/2015/07/billy-beane-making-better-decisions/,0.5018015067147068
[Episode #25] Is Sugar Slowly Killing Us? My Conversation with Gary Taubes,https://fs.blog/2017/11/gary-taubes-sugar/,0.5036160420775806
How Filter Bubbles Distort Reality: Everything You Need to Know,https://fs.blog/2017/07/filter-bubbles/,0.501637197118533
Susan Sontag — How I Write,https://fs.blog/2013/05/susan-sontag-how-i-write/,0.501637197118533
Embrace the Mess: The Upside of Disorder,https://fs.blog/2016/12/tim-harford-messy/,0.5039473684210526
A Visual History of Human Knowledge,https://fs.blog/2015/11/manuel-lima-history-of-human-knowledge/,0.5022950819672131
Richard Restak: Mozart’s Memorization of Miserere  and Improving your Memory with Visual Chess,https://fs.blog/2017/02/mozarts-memorization-of-miserere/,0.5022950819672131
"The Trojan Horse: How Marketers, Retailers, and Artists Conceal Their True Intents",https://fs.blog/2017/07/trojan-horse/,0.5024598228927517
"At Some Point, You Have to Eat The Broccoli",https://fs.blog/2016/10/eat-the-broccoli/,0.50311986863711
Richard Feynman: The Difference Between Knowing the Name of Something and Knowing Something,https://fs.blog/2015/01/richard-feynman-knowing-something/,0.5021304490331039
The Art of Reading: Analytical Reading,https://fs.blog/2013/06/the-art-of-reading-analytical-reading/,0.5019659239842726
The Psychology of We,https://fs.blog/2015/01/joshua-shenk-the-psychology-of-we/,0.5018015067147068
"Hares, Tortoises, and the Trouble with Genius",https://fs.blog/2016/07/james-march-the-trouble-with-genius/,0.5032851511169514
The Best way to Improve Your Performance,https://fs.blog/2014/05/improving-your-performance/,0.5026246719160105
Letters to a Prime Minister,https://fs.blog/2016/03/letters-to-a-prime-minister/,0.5027896291434197
Principles for an Age of Acceleration,https://fs.blog/2017/01/principles-age-acceleration/,0.504113195129977
"Loops of Progress, or How Modern Are You?",https://fs.blog/2017/10/loops-progress-modern/,0.501637197118533
How to Live on 24 Hours a Day: Arnold Bennett on Living a Meaningful Life Within the Constraints of Time,https://fs.blog/2017/05/arnold-bennett-living-meaningful-life/,0.50311986863711
Bias from Association: Why We Shoot the Messenger,https://fs.blog/2015/08/bias-from-association-why-we-shoot-the-messenger/,0.5024598228927517
Batesian Mimicry: Why Copycats Are Successful,https://fs.blog/2016/12/batesian-mimicry/,0.5026246719160105
The Munger Two Step,https://fs.blog/2013/04/munger-two-step/,0.5036160420775806
"The Law of Unintended Consequences: Shakespeare, Cobra Breeding, and a Tower in Pisa",https://fs.blog/2018/02/unintended-consequences/,0.5019659239842726
“Speed Reading” That Works: How to Intelligently Skim a Book,https://fs.blog/2013/06/the-art-of-reading-inspectional-reading/,0.5019659239842726
The Art of Reading: How to be a Demanding Reader,https://fs.blog/2013/06/the-art-of-reading-how-to-be-a-demanding-reader/,0.5018015067147068
Henry David Thoreau on Success,https://fs.blog/2015/09/thoreau-on-success/,0.5026246719160105
The Best Books of 2013: Your 10 Overall Favorites,https://fs.blog/2013/12/best-books-2013-reader-favorites/,0.5018015067147068
"Tyranny, Democracy, and the Polity: Aristotle’s Politics",https://fs.blog/2017/02/aristotles-politics/,0.5021304490331039
Complex Adaptive Cities,https://fs.blog/2017/09/complex-adaptive-cities/,0.5019659239842726
Book Recommendations by the Legendary Washington Post CEO Don Graham,https://fs.blog/2016/11/book-recommendations-don-graham/,0.5026246719160105
Temperament is more important than IQ,https://fs.blog/2013/11/temperament-is-more-important-than-iq/,0.501637197118533
Your Product is Decisions,https://fs.blog/2013/11/your-product-is-decisions/,0.5027896291434197
"Focusing is an Art, Not a Science",https://fs.blog/2017/03/focusing-art-not-science/,0.501637197118533
20 Rules for a Knight: A Timeless Guide from 1483,https://fs.blog/2016/08/20-rules-knight-timeless-guide-1483/,0.5019659239842726
Intuition vs. Rationality: Where One Stops the Other Starts,https://fs.blog/2018/01/intuition-rationality/,0.5032851511169514
Memory and the Printing Press,https://fs.blog/2017/02/memory-printing-press/,0.5024598228927517
"Science, Religion, and The Universe",https://fs.blog/2014/02/science-religion-and-the-universe/,0.501637197118533
Richard Feynman on Teaching Math to Kids and the Lessons of Knowledge,https://fs.blog/2016/07/richard-feynman-teaching-math-kids/,0.5021304490331039
Social Proof: Why We Look to Others For What We Should Think and Do,https://fs.blog/2009/09/mental-model-social-proof/,0.5019659239842726
How To Think,https://fs.blog/2014/02/how-to-think/,0.501637197118533
Critical Mass and Tipping Points: How To Identify Inflection Points Before They Happen,https://fs.blog/2017/07/critical-mass/,0.5027896291434197
Focusing Illusions,https://fs.blog/2015/09/focusing-illusions/,0.5018015067147068
Impressions Are Schematically Determined,https://fs.blog/2013/07/impressions-are-schematically-determined/,0.501637197118533
The Power of Full Engagement: The Four Energy Management Principles That Drive Performance,https://fs.blog/2015/06/the-power-of-full-engagement/,0.5021304490331039
The Best Books of 2016 According to You,https://fs.blog/2016/12/best-books-2016/,0.50311986863711
Playing to Win: How Strategy Really Works,https://fs.blog/2013/03/playing-to-win-how-strategy-really-works/,0.501637197118533
Mindfulness versus Concentration,https://fs.blog/2015/12/mindfulness-versus-concentration/,0.501637197118533
Notes From Underground,https://fs.blog/2013/03/notes-from-underground/,0.501637197118533
Listening and the Learning Lens,https://fs.blog/2015/11/listening-learning-lens/,0.501637197118533
Just In Time Information Gathering,https://fs.blog/2014/01/just-in-time-information/,0.5014729950900164
Books for Schools That Need Them,https://fs.blog/2015/12/books-for-schools/,0.501637197118533
Joseph Tussman: Getting the World to Do the Work for You,https://fs.blog/2016/02/joseph-tussman/,0.5021304490331039
William McKnight: The Basic Rule of Management that Propelled 3M,https://fs.blog/2015/09/mcknight-3m-management/,0.501637197118533
NY Times — 100 Notable Books of 2012,https://fs.blog/2012/12/ny-times-100-notable-books-of-2012/,0.501637197118533
Charles Frankel: What We Suffer from Today,https://fs.blog/2012/11/what-we-suffer-from-today/,0.501637197118533
The Narratives of History: Applying Lessons from the Past,https://fs.blog/2017/12/learning-from-history/,0.5027896291434197
For the Bookworm on your List: 2016 Edition,https://fs.blog/2016/12/bookworm-2016-edition/,0.5032851511169514
The Ability To Focus And Make The Best Move When There Are No Good Moves,https://fs.blog/2014/04/the-ability-to-focus-and-make-the-best-move-when-there-are-no-good-moves/,0.5019659239842726
The Fatal Flaw of the Storyteller,https://fs.blog/2012/04/the-fatal-flaw-of-the-storyteller/,0.501637197118533
3 Famous Writers on the Relationship Between Reading and Writing,https://fs.blog/2016/03/relationship-between-reading-and-writing/,0.5019659239842726
Why is it so Hard to Kill a Cockroach with your Shoe?,https://fs.blog/2011/08/why-is-it-so-hard-to-kill-a-cockroach-with-your-shoe/,0.501637197118533
Rich Thinking Versus Poor Thinking: Why it Matters,https://fs.blog/2017/03/rich-thinking-versus-poor-thinking/,0.501637197118533
Ego is the Enemy: The Legend of Genghis Khan,https://fs.blog/2016/06/ego-is-the-enemy-genghis-khan/,0.5018015067147068
What’s Accomplished in Conversation?,https://fs.blog/2015/01/daniel-cloud-domestication-of-language/,0.501637197118533
Education is a Priceless Opportunity to Furnish Your Mind and Enrich Your Life,https://fs.blog/2013/09/education-is-a-priceless-opportunity-to-furnish-your-mind-and-enrich-your-life/,0.5018015067147068
The Myth of Multitasking: Why the Key to Better Work is Developing Forgotten Skills,https://fs.blog/2011/08/multitasking-2/,0.501637197118533
The Psychology of Pirates: How to Choose a Ransom,https://fs.blog/2009/07/pirates/,0.501637197118533
The Pleasures of Reading in an Age of Distraction,https://fs.blog/2013/01/the-pleasures-of-reading-in-an-age-of-distraction/,0.5019659239842726
Promoting People In Organizations,https://fs.blog/2011/08/promoting-people-in-organizations/,0.5019659239842726
"Charlie Munger on Getting Rich, Wisdom, Focus, Fake Knowledge and More",https://fs.blog/2017/02/charlie-munger-wisdom/,0.5036160420775806
The Many Ways Our Memory Fails Us (Part 1),https://fs.blog/2016/08/many-ways-memory-fails-us-part-1/,0.5018015067147068
Eudora Welty to The New Yorker— The best job application ever,https://fs.blog/2014/05/eudora-welty-to-the-new-yorker-the-best-job-application-ever/,0.5021304490331039
Warren Berger’s Three-Part Method for More Creativity,https://fs.blog/2016/06/warren-berger-system-questioning/,0.5021304490331039
Margin of Safety: An Introduction to the Mental Model,https://fs.blog/2013/12/margin-of-safety/,0.501637197118533
Mental Model: Supply and Demand,https://fs.blog/2009/07/mental-model-supply-and-demand/,0.5014729950900164
Aristotle on Time,https://fs.blog/2015/06/aristotle-time/,0.501637197118533
Neil Gaiman: One Of The Best Commencement Speeches Ever,https://fs.blog/2012/05/neil-gaiman-one-of-the-best-commencement-speeches-ever/,0.501637197118533
Why Do People Choose Political Loyalties Over Facts?,https://fs.blog/2012/05/people-choose-political-loyalties-facts/,0.501637197118533
Michael Mauboussin: Two Tips to Improve The Quality of Your Decisions,https://fs.blog/2012/09/how-to-improve-the-quality-of-our-decision-making/,0.5019659239842726
On perfection,https://fs.blog/2013/09/on-perfection/,0.501637197118533
The Many Ways Our Memory Fails Us (Part 2),https://fs.blog/2016/08/many-ways-memory-fails-us-part-2/,0.5024598228927517
The Best of Farnam Street 2015,https://fs.blog/2015/12/best-of-farnam-street-2015/,0.5021304490331039
"The Three Marriages: Reimagining Work, Self and Relationship",https://fs.blog/2015/06/the-three-marriages/,0.5018015067147068
Jared Diamond: How to Get Rich,https://fs.blog/2016/10/jared-diamond-how-to-get-rich/,0.50311986863711
Under One Roof: What Can we Learn from the Mayo Clinic?,https://fs.blog/2017/01/under-one-roof-what-can-we-learn-from-the-mayo-clinic/,0.5032851511169514
How to Fail at Almost Everything and Still Win Big,https://fs.blog/2013/12/scott-adams-fail-at-everything/,0.501637197118533
Finding Truth in History,https://fs.blog/2017/10/finding-truth-history/,0.501637197118533
The Limits of Crowd Wisdom,https://fs.blog/2012/10/the-limits-of-crowd-wisdom/,0.501637197118533
"They Work Long Hours, but What About Results?",https://fs.blog/2012/10/they-work-long-hours-but-what-about-results/,0.5011449133137063
To Sacrifice the Joy of Life is to Miss the Point,https://fs.blog/2016/02/don-miguel-ruiz-sacrifice/,0.501637197118533
